name,artist,artist_followers,artist_genres,album,release_date,album_total_tracks,duration,explicit,popularity
Nghe Như Tình Yêu,HIEUTHUHAI,322033,"['v-pop', 'vietnamese hip hop']",Nghe Như Tình Yêu,2021-07-09,1,193049,False,58
ngủ một mình,HIEUTHUHAI,322033,"['v-pop', 'vietnamese hip hop']",ngủ một mình,2022-11-17,1,181132,False,55
Vệ Tinh,HIEUTHUHAI,322033,"['v-pop', 'vietnamese hip hop']",Vệ Tinh,2022-08-11,1,219428,False,54
Bật Nhạc Lên,HIEUTHUHAI,322033,"['v-pop', 'vietnamese hip hop']",Bật Nhạc Lên,2020-06-12,1,200000,False,53
Hẹn Gặp Em Dưới Ánh Trăng,HIEUTHUHAI,322033,"['v-pop', 'vietnamese hip hop']",Hẹn Gặp Em Dưới Ánh Trăng,2020-09-25,1,222000,False,50
ngủ một mình (tình rất tình),HIEUTHUHAI,322033,"['v-pop', 'vietnamese hip hop']",ngủ một mình (tình rất tình),2022-12-15,1,192000,False,49
CUA,HIEUTHUHAI,322033,"['v-pop', 'vietnamese hip hop']",CUA,2020-04-05,1,193475,True,48
DYNAMIC DUO,HIEUTHUHAI,322033,"['v-pop', 'vietnamese hip hop']",DYNAMIC DUO,2022-03-14,1,184615,False,46
1-800-LOVE,HIEUTHUHAI,322033,"['v-pop', 'vietnamese hip hop']",1-800-LOVE,2020-07-25,1,265750,False,44
Mamma Mia,HIEUTHUHAI,322033,"['v-pop', 'vietnamese hip hop']",Mamma Mia,2022-05-16,1,233009,False,42
Tay To,Rapital,102012,"['v-pop', 'vietnamese melodic rap', 'vietnamese trap']",Rapitalove,2021-06-21,6,165000,True,57
XTC (Xích Thêm Chút) - Remix,Rapital,102012,"['v-pop', 'vietnamese melodic rap', 'vietnamese trap']",Rapitalove,2021-06-21,6,243750,False,54
Thủ Đô Cypher - RPT Phongkhin Remix,Rapital,102012,"['v-pop', 'vietnamese melodic rap', 'vietnamese trap']",Thủ Đô Cypher (RPT Phongkhin Remix),2021-06-19,1,193125,True,42
U Mê,Rapital,102012,"['v-pop', 'vietnamese melodic rap', 'vietnamese trap']",Rapitalove,2021-06-21,6,212942,False,42
UầYYY,Rapital,102012,"['v-pop', 'vietnamese melodic rap', 'vietnamese trap']",UầYYY,2021-06-19,1,260370,True,38
Mưa Đang Rơi - Live,Rapital,102012,"['v-pop', 'vietnamese melodic rap', 'vietnamese trap']",RAPITALOUD (Live),2022-04-16,4,215294,False,38
XTC (Xích Thêm Chút),Rapital,102012,"['v-pop', 'vietnamese melodic rap', 'vietnamese trap']",Rapitalove,2021-06-21,6,240000,False,37
Đêm Trong Veo,Rapital,102012,"['v-pop', 'vietnamese melodic rap', 'vietnamese trap']",Rapitalove,2021-06-21,6,220000,False,34
Sugar,Rapital,102012,"['v-pop', 'vietnamese melodic rap', 'vietnamese trap']",Rapitalove,2021-06-21,6,241477,True,29
Cuấn Cho Anh Một Điếu - Live,Rapital,102012,"['v-pop', 'vietnamese melodic rap', 'vietnamese trap']",RAPITALOVE (Live),2022-03-19,4,252035,False,28
Ngọn Nến Tình Yêu,Ca Đoàn Hiệp Nhất Việt Nam,0,[],Ngọc Trong Tim 1,2009-01-01,8,330282,False,0
Có Chơi Có Chịu,Karik,169353,"['v-pop', 'vietnamese hip hop']",Có Chơi Có Chịu,2022-09-25,1,223857,False,56
Vì Mẹ Anh Bắt Chia Tay,Karik,169353,"['v-pop', 'vietnamese hip hop']",Vì Mẹ Anh Bắt Chia Tay,2022-06-13,1,261999,False,55
Em Bé,Karik,169353,"['v-pop', 'vietnamese hip hop']",Em Bé,2020-09-22,1,192000,False,49
Thương,Karik,169353,"['v-pop', 'vietnamese hip hop']",Thương,2016-04-14,1,176184,False,49
Anh Là Của Em,Karik,169353,"['v-pop', 'vietnamese hip hop']",Anh Là Của Em,2017-10-15,1,215712,False,43
Không Yêu Đừng Gây Thương Nhớ,Karik,169353,"['v-pop', 'vietnamese hip hop']",Không Yêu Đừng Gây Thương Nhớ,2020-10-28,1,281711,False,41
Kiềng 3 Chân,Karik,169353,"['v-pop', 'vietnamese hip hop']",Kiềng 3 Chân,2022-10-04,1,196363,False,36
Lần Cuối,Karik,169353,"['v-pop', 'vietnamese hip hop']",Thương,2022-07-04,7,164258,False,36
"Ala Ela (feat. Gducky, Ricky Star & Karik)",Karik,169353,"['v-pop', 'vietnamese hip hop']",Rap Việt Tập 16,2020-11-16,7,244571,False,35
Vô Thường,Karik,169353,"['v-pop', 'vietnamese hip hop']",Vô Thường,2018-08-01,1,213461,False,35
Cây đàn ghi ta một dây,Tam ca nữ Đoàn NTQĐ Việt Nam,0,[],Chiếc lá nhỏ,2018-01-01,12,233506,False,0
Ít Nhưng Dài Lâu - TVN Remix,Nam Con,752,[],Ít Nhưng Dài Lâu (TVN Remix),2022-04-13,2,214987,False,36
Cho Em Một Lần Yêu - Remix,Nam Con,752,[],Cho Em Một Lần Yêu (Remix),2022-11-03,1,200132,False,22
Hàng Chính Hãng,Nam Con,752,[],Nhạc Siu Hayyy,2022-03-21,10,286902,False,15
Ít Nhưng Dài Lâu (Short Version) - TVN Remix,Nam Con,752,[],Ít Nhưng Dài Lâu (TVN Remix),2022-04-13,2,13949,False,0
Ánh Sao Và Bầu Trời,T.R.I,128514,"['indie viet', 'v-pop', 'viet lo-fi']",Ánh Sao Và Bầu Trời,2021-09-10,1,260571,False,63
Chúng Ta Sau Này,T.R.I,128514,"['indie viet', 'v-pop', 'viet lo-fi']",Chúng Ta Sau Này,2021-01-29,1,211200,False,52
Cho Ngày Không Còn Nhau,T.R.I,128514,"['indie viet', 'v-pop', 'viet lo-fi']",Cho Ngày Không Còn Nhau,2021-10-05,1,237335,False,32
Mỗi Khi Em Nhìn Anh,T.R.I,128514,"['indie viet', 'v-pop', 'viet lo-fi']",Mỗi Khi Em Nhìn Anh,2022-11-23,1,268346,False,44
Chúng Ta Sau Này - Lofi,T.R.I,128514,"['indie viet', 'v-pop', 'viet lo-fi']",Chúng Ta Sau Này (Lofi),2021-03-01,1,201608,True,44
Sau Chia Tay... Ai Cũng Khác,T.R.I,128514,"['indie viet', 'v-pop', 'viet lo-fi']",Sau Chia Tay... Ai Cũng Khác,2020-06-15,2,282947,False,42
Nhạc Buồn Ngày 2,T.R.I,128514,"['indie viet', 'v-pop', 'viet lo-fi']",Nhạc Buồn Ngày 2,2022-09-02,1,264000,False,36
Nắng Đêm (feat. Trường An),T.R.I,128514,"['indie viet', 'v-pop', 'viet lo-fi']",Nắng Đêm (feat. Trường An),2018-10-24,1,230475,False,34
Cuộc Gọi Cuối,T.R.I,128514,"['indie viet', 'v-pop', 'viet lo-fi']",Cuộc Gọi Cuối,2022-06-02,1,266181,False,32
Hoa Bấy Bì,T.R.I,128514,"['indie viet', 'v-pop', 'viet lo-fi']",Hoa Bấy Bì,2022-07-27,1,296907,False,30
Mười Chín Tháng Tám - Lễ Kỷ Niệm 100 Năm Ngày Sinh Đồng Chí Lê Quang Đạo,Nhà Hát Ca Múa Kịch Việt Nam,0,[],Mười Chín Tháng Tám (Lễ Kỷ Niệm 100 Năm Ngày Sinh Đồng Chí Lê Quang Đạo),2022-08-18,1,217739,False,0
Chúng Ta Của Hiện Tại,Sơn Tùng M-TP,3923068,"['v-pop', 'vietnamese melodic rap']",Chúng Ta Của Hiện Tại,2020-12-20,1,301538,False,61
CHẠY NGAY ĐI - Onionn Remix,Sơn Tùng M-TP,3923068,"['v-pop', 'vietnamese melodic rap']",CHẠY NGAY ĐI (Onionn Remix),2018-07-05,1,230400,False,60
Muộn Rồi Mà Sao Còn,Sơn Tùng M-TP,3923068,"['v-pop', 'vietnamese melodic rap']",Muộn Rồi Mà Sao Còn,2021-04-29,1,275905,False,59
CÓ CHẮC YÊU LÀ ĐÂY,Sơn Tùng M-TP,3923068,"['v-pop', 'vietnamese melodic rap']",CÓ CHẮC YÊU LÀ ĐÂY,2020-07-06,1,202105,False,56
Buông Đôi Tay Nhau Ra,Sơn Tùng M-TP,3923068,"['v-pop', 'vietnamese melodic rap']",m-tp M-TP,2017-04-01,18,227492,False,54
Hãy Trao Cho Anh,Sơn Tùng M-TP,3923068,"['v-pop', 'vietnamese melodic rap']",Hãy Trao Cho Anh,2019-07-02,1,245658,False,54
Âm Thầm Bên Em,Sơn Tùng M-TP,3923068,"['v-pop', 'vietnamese melodic rap']",m-tp M-TP,2017-04-01,18,293112,False,53
Nắng Ấm Ngang Qua,Sơn Tùng M-TP,3923068,"['v-pop', 'vietnamese melodic rap']",SKY DECADE,2022-10-06,4,195697,False,53
Cơn Mưa Xa Dần,Sơn Tùng M-TP,3923068,"['v-pop', 'vietnamese melodic rap']",SKY DECADE,2022-10-06,4,196923,False,53
THERE'S NO ONE AT ALL,Sơn Tùng M-TP,3923068,"['v-pop', 'vietnamese melodic rap']",THERE'S NO ONE AT ALL,2022-04-28,1,172250,False,52
Một Ngàn Nỗi Đau,Hứa Kim Tuyền,49307,['v-pop'],Một Ngàn Nỗi Đau,2022-06-23,1,321904,False,60
hai mươi hai (22) [feat. AMEE],Hứa Kim Tuyền,49307,['v-pop'],COLOURS,2022-05-31,9,238986,False,49
Sài Gòn Đau Lòng Quá,Hứa Kim Tuyền,49307,['v-pop'],Sài Gòn Đau Lòng Quá,2021-03-28,1,308689,False,49
anh sẽ đến cùng cơn mưa,Hứa Kim Tuyền,49307,['v-pop'],anh sẽ đến cùng cơn mưa,2022-12-16,1,261290,False,47
Nếu Anh Là Em (feat. Hứa Kim Tuyền),Hứa Kim Tuyền,49307,['v-pop'],CONG,2022-11-01,8,273061,False,45
Giấc Mơ Tình Yêu,Hứa Kim Tuyền,49307,['v-pop'],"Trạm 2 - Xuân Hạ Thu Đông, rồi lại Xuân 2",2022-11-10,9,274000,False,38
Gật Đầu,Hứa Kim Tuyền,49307,['v-pop'],"Trạm 2 - Xuân Hạ Thu Đông, rồi lại Xuân 2",2022-11-10,9,194000,False,35
"Dòng Thời Gian (Theme Song From ""Mùi Ngò Gai"")",Hứa Kim Tuyền,49307,['v-pop'],Xuân Hạ Thu Đông Rồi Lại Xuân Tập 7,2021-03-05,4,272500,False,35
213 (2 Người 1 Nhà 3 Con Mèo) (Live ver at XHTĐRLX),Hứa Kim Tuyền,49307,['v-pop'],"Trạm 2 - Xuân Hạ Thu Đông, rồi lại Xuân 2",2022-11-10,9,220000,False,35
"một ngày tôi quên hết (feat. Cẩm Vân, CeCe Trương)",Hứa Kim Tuyền,49307,['v-pop'],COLOURS,2022-05-31,9,261000,False,33
Bên Trên Tầng Lầu,Tăng Duy Tân,65449,['v-pop'],Bên Trên Tầng Lầu,2022-06-10,1,184000,False,62
Dạ Vũ,Tăng Duy Tân,65449,['v-pop'],Dạ Vũ,2021-08-15,1,202167,False,51
Ngây Thơ,Tăng Duy Tân,65449,['v-pop'],Ngây Thơ,2020-04-09,1,253400,False,39
Phải Lòng (feat. Phong Max),Tăng Duy Tân,65449,['v-pop'],Phải Lòng,2022-09-01,3,218256,False,42
052 (Không Phai 2),Tăng Duy Tân,65449,['v-pop'],"052 (Không Phai, 2)",2020-05-12,2,195692,False,39
Ngay Tho (Chinese Version),Tăng Duy Tân,65449,['v-pop'],Ngay Tho (Chinese Version),2022-02-05,1,251562,False,37
Dạ Vũ (Phong Max's Version),Tăng Duy Tân,65449,['v-pop'],Dạ Vũ (Phong Max's Version),2021-09-03,1,240005,False,37
Bên Trên Tầng Lầu - House Remix,Tăng Duy Tân,65449,['v-pop'],Bên Trên Tầng Lầu - Version 2,2022-07-28,5,200742,False,36
Xa Nhau Cả Hai Đều Buồn,Tăng Duy Tân,65449,['v-pop'],Xa Nhau Cả Hai Đều Buồn,2020-12-01,2,258411,False,36
Ngây Thơ (Phong Max Remix),Tăng Duy Tân,65449,['v-pop'],Ngây Thơ (Phong Max Remix),2020-08-09,1,268310,False,33
See Tình - Cucak Remix - Cukak Remix,Cukak,105337,['viet remix'],See Tình - Cucak Remix (Cukak Remix),2022-05-05,1,170158,False,70
Gu - Cukak Remix,Cukak,105337,['viet remix'],Gu (Cukak Remix),2021-07-14,1,177491,True,47
Chạy Khỏi Thế Giới Này - Cukak Remix,Cukak,105337,['viet remix'],Chạy Khỏi Thế Giới Này (Cukak Remix),2022-07-05,1,294663,False,45
Đường Tôi Chở Em Về (Cukak Remix),Cukak,105337,['viet remix'],Đường Tôi Chở Em Về (Cukak Remix),2021-07-07,2,248769,False,44
Forget Me Now (Remix),Cukak,105337,['viet remix'],Forget Me Now (Remix),2021-09-01,1,233013,False,43
Em Là Nhất - Speed Up,Cukak,105337,['viet remix'],Em Là Nhất (Speed Up),2022-05-27,1,179281,False,42
Tình Ca Tình Ta - Cukak Remix,Cukak,105337,['viet remix'],Tình Ca Tình Ta (Cukak Remix),2022-03-09,1,213651,False,41
Hương (Cukak Remix),Cukak,105337,['viet remix'],hương (Remix),2021-10-08,3,211153,False,38
Anh Yêu Vội Thế (Remix),Cukak,105337,['viet remix'],Anh Yêu Vội Thế (Remix),2022-04-12,1,244620,False,37
Cứ Nói Yêu Lần Này (Speed Up) - Cukak Remix,Cukak,105337,['viet remix'],Cứ Nói Yêu Lần Này (Speed Up) [Cukak Remix],2022-09-15,1,168000,False,36
Thi Đua Là Yêu Nước - Chương Trình Đại Hội Thi Đua Yêu Nước Tỉnh Bắc Ninh Lần Thứ V),Hợp Xướng Học Viện Âm Nhạc Quốc Gia Việt Nam,0,[],Từ Làng Sen (Chương Trình Đại Hội Thi Đua Yêu Nước Tỉnh Bắc Ninh Lần Thứ V),2022-10-26,3,157840,False,0
Giúp Anh Trả Lời Những Câu Hỏi,Vương Anh Tú,8503,['v-pop'],New Hits,2015-07-10,15,289619,False,38
Cuộc Gọi Nhỡ,Vương Anh Tú,8503,['v-pop'],Cuộc Gọi Nhỡ,2020-10-29,1,225672,False,33
Anh Đâu Phải Anh Ấy,Vương Anh Tú,8503,['v-pop'],Anh Đâu Phải Anh Ấy,2021-03-02,1,303816,False,33
Nước Mắt Lưng Tròng,Vương Anh Tú,8503,['v-pop'],Nước Mắt Lưng Tròng,2022-08-26,1,306502,False,33
Phản Bội Chính Mình,Vương Anh Tú,8503,['v-pop'],Phản Bội Chính Mình,2021-11-13,1,239573,False,30
Thay Tâm Đổi Lòng,Vương Anh Tú,8503,['v-pop'],Thay Tâm Đổi Lòng,2022-11-26,1,325260,False,25
Gặp Nhưng Không Ở Lại,Vương Anh Tú,8503,['v-pop'],Gặp Nhưng Không Ở Lại,2021-04-08,1,281040,False,23
Chưa Đủ Để Giữ Em,Vương Anh Tú,8503,['v-pop'],Chưa Đủ Để Giữ Em,2022-12-01,1,335714,False,23
May Mà Không May,Vương Anh Tú,8503,['v-pop'],May Mà Không May,2022-10-06,2,249408,False,21
Cố Gắng Vô Hình,Vương Anh Tú,8503,['v-pop'],Cố Gắng Vô Hình,2021-11-05,1,295177,False,19
Yêu Sắc Yếu,Osad,245926,"['v-pop', 'vietnamese melodic rap']",Yêu Sắc Yếu,2021-04-22,1,177177,False,54
Người Âm Phủ,Osad,245926,"['v-pop', 'vietnamese melodic rap']",Người Âm Phủ,2018,1,130519,False,47
Lời Có Cánh,Osad,245926,"['v-pop', 'vietnamese melodic rap']",Lời Có Cánh,2022-10-20,1,169486,False,45
Yêu Em Kiểu,Osad,245926,"['v-pop', 'vietnamese melodic rap']",Yêu Em Kiểu,2022-11-03,1,154628,False,40
Lung Lay,Osad,245926,"['v-pop', 'vietnamese melodic rap']",Lung Lay,2022-03-17,1,162197,False,39
Ghép Môi,Osad,245926,"['v-pop', 'vietnamese melodic rap']",Ghép Môi,2022-10-13,1,210154,False,39
Củ Lạc,Osad,245926,"['v-pop', 'vietnamese melodic rap']",Củ Lạc,2018,1,210094,False,37
Lung Lay - Remix,Osad,245926,"['v-pop', 'vietnamese melodic rap']",Lung Lay (Remix),2022-03-23,1,149653,False,37
Em Nào Có Hay Anh Nhớ Thương,Osad,245926,"['v-pop', 'vietnamese melodic rap']",Em Nào Có Hay Anh Nhớ Thương,2018,1,82802,False,35
Dấu Yêu Vô Hình,Osad,245926,"['v-pop', 'vietnamese melodic rap']",Dấu Yêu Vô Hình,2019,1,194240,False,34
Ngày Đầu Tiên,Đức Phúc,845126,['v-pop'],Ngày Đầu Tiên,2022-02-11,1,208939,False,59
"Quá Khứ Đôi, Hiện Tại Đơn",Đức Phúc,845126,['v-pop'],"Quá Khứ Đôi, Hiện Tại Đơn",2022-09-24,1,310769,False,51
Cũng Đành Thôi,Đức Phúc,845126,['v-pop'],Cũng Đành Thôi,2016,1,272952,False,46
Năm Ấy,Đức Phúc,845126,['v-pop'],Năm Ấy,0000,1,260351,False,46
Yêu Được Không,Đức Phúc,845126,['v-pop'],Yêu Được Không,2019,1,331755,False,43
Cứ Thở Đi,Đức Phúc,845126,['v-pop'],Cứ Thở Đi,2022-05-27,1,225000,False,42
Hơn Cả Yêu,Đức Phúc,845126,['v-pop'],Hơn Cả Yêu,2022-05-05,1,256176,False,40
Nguoi Oi Nguoi O Dung Ve (feat. Suboi),Đức Phúc,845126,['v-pop'],Nguoi Oi Nguoi O Dung Ve (feat. Suboi),2020-09-27,1,199906,False,39
Ta Còn Yêu Nhau,Đức Phúc,845126,['v-pop'],Ta Còn Yêu Nhau,2017,1,206968,False,39
Có Hẹn Với Thanh Xuân,Đức Phúc,845126,['v-pop'],"Trạm 1 - Xuân Hạ Thu Đông, rồi lại Xuân 2",2022-11-10,11,244000,False,34
Lâu Lâu Nhắc Lại,Khói,194544,"['v-pop', 'vietnamese hip hop']",Lâu Lâu Nhắc Lại,2022-09-22,1,270000,False,59
Là Do Em Xui Thôi,Khói,194544,"['v-pop', 'vietnamese hip hop']",Là Do Em Xui Thôi,2022-01-18,1,290366,False,51
anh thèm được ngủ,Khói,194544,"['v-pop', 'vietnamese hip hop']",anh thèm được ngủ,2021-02-18,1,159000,False,50
tài liệu không có tiêu đề,Khói,194544,"['v-pop', 'vietnamese hip hop']",tài liệu không có tiêu đề,2020-04-17,1,236283,False,45
Nhớ Người Hay Nhớ... (feat. Sofia),Khói,194544,"['v-pop', 'vietnamese hip hop']",Nhớ Người Hay Nhớ...,2020-02-25,2,254034,False,44
Chân Ái,Khói,194544,"['v-pop', 'vietnamese hip hop']",Chân Ái,2020-04-15,1,262826,False,44
Như Ngày Đó,Khói,194544,"['v-pop', 'vietnamese hip hop']",Như Ngày Đó,2015-08-23,1,263706,False,41
ldext - Lofi version,Khói,194544,"['v-pop', 'vietnamese hip hop']",ldext (Lofi version),2022-03-19,1,284643,False,40
bleu,Khói,194544,"['v-pop', 'vietnamese hip hop']",bleu,2021-10-28,1,194356,False,39
"Tháng 7 Của Anh, Em Và Cô Đơn",Khói,194544,"['v-pop', 'vietnamese hip hop']","Tháng 7 Của Anh, Em Và Cô Đơn",2015-07-17,1,297717,False,37
Sài Gòn Hôm Nay Mưa,Hoàng Duyên,40275,['v-pop'],Sài Gòn Hôm Nay Mưa,2021-05-29,1,247058,False,59
Sài Gòn Đau Lòng Quá,Hoàng Duyên,40275,['v-pop'],Sài Gòn Đau Lòng Quá,2021-03-28,1,308689,False,49
Heaven (feat. Hoàng Duyên),Hoàng Duyên,40275,['v-pop'],Heaven (feat. Hoàng Duyên),2022-05-30,2,194141,False,39
Mưa Hồng,Hoàng Duyên,40275,['v-pop'],Mưa Hồng,2022-06-14,1,224847,False,38
Rồi Mình Sẽ Gặp Nhau - Mười: Lời Nguyền Trở Lại Original Soundtrack,Hoàng Duyên,40275,['v-pop'],Rồi Mình Sẽ Gặp Nhau (Mười: Lời Nguyền Trở Lại Original Soundtrack),2022-10-04,1,244827,False,37
Sài Gòn Hôm Nay Mưa - 1 9 6 7 Remix,Hoàng Duyên,40275,['v-pop'],Sài Gòn Hôm Nay Mưa (1 9 6 7 Remix),2021-07-05,1,264041,False,36
Chàng Trai Sơ Mi Hồng,Hoàng Duyên,40275,['v-pop'],Chàng Trai Sơ Mi Hồng,2021-03-12,1,292098,False,35
Mê,Hoàng Duyên,40275,['v-pop'],Mê,2022-02-09,1,218978,False,34
Vọng Nguyệt,Hoàng Duyên,40275,['v-pop'],Vọng Nguyệt,2022-08-03,1,246000,False,32
Em Sẽ Báo Công An,Hoàng Duyên,40275,['v-pop'],Em Sẽ Báo Công An,2022-07-25,1,201000,False,31
Cứ Chill Thôi,Chillies,775609,"['indie viet', 'v-pop']",Cứ Chill Thôi,2020-07-11,1,270000,False,60
Có Em Đời Bỗng Vui,Chillies,775609,"['indie viet', 'v-pop']",Có Em Đời Bỗng Vui,2020-02-07,1,247428,False,52
Mascara,Chillies,775609,"['indie viet', 'v-pop']",Qua Khung Cửa Sổ,2021-05-05,10,293157,False,48
Và Thế Là Hết,Chillies,775609,"['indie viet', 'v-pop']",Và Thế Là Hết,2018-12-24,1,291650,False,49
Cảm Ơn Và Xin Lỗi,Chillies,775609,"['indie viet', 'v-pop']",Cảm Ơn Và Xin Lỗi,2019-07-25,1,316285,False,46
Vùng Ký Ức,Chillies,775609,"['indie viet', 'v-pop']",Qua Khung Cửa Sổ,2021-05-05,10,296500,False,42
Một Cái Tên (feat. Orange),Chillies,775609,"['indie viet', 'v-pop']",Qua Khung Cửa Sổ,2021-05-05,10,241463,False,40
Qua Khung Cửa Sổ,Chillies,775609,"['indie viet', 'v-pop']",Qua Khung Cửa Sổ,2021-05-05,10,299090,False,39
Sunkissed (feat. Châu Bùi),Chillies,775609,"['indie viet', 'v-pop']",Sunkissed (feat. Châu Bùi),2022-04-21,1,202615,False,38
Nếu Ngày Mai Không Đến,Chillies,775609,"['indie viet', 'v-pop']",Nếu Ngày Mai Không Đến,2019-03-22,1,330967,False,38
có hẹn với thanh xuân,Hoàng Dũng,459564,"['v-pop', 'vietnamese singer-songwriter']",Hương Mùa Hè,2022-07-24,17,222000,False,58
Nàng Thơ,Hoàng Dũng,459564,"['v-pop', 'vietnamese singer-songwriter']",25,2020-12-16,9,254476,False,57
đứa nào làm em buồn?,Hoàng Dũng,459564,"['v-pop', 'vietnamese singer-songwriter']",đứa nào làm em buồn?,2022-08-08,1,252539,False,54
Thói Quen (25 Mét Vuông) [feat. Gducky],Hoàng Dũng,459564,"['v-pop', 'vietnamese singer-songwriter']",Thói Quen (25 mét vuông) [feat. Gducky],2021-11-21,1,279857,False,53
Khi Em Lớn,Hoàng Dũng,459564,"['v-pop', 'vietnamese singer-songwriter']",Khi Em Lớn,2021-04-20,1,228094,False,53
khi cô đơn em nhớ đến ai,Hoàng Dũng,459564,"['v-pop', 'vietnamese singer-songwriter']",Hương Mùa Hè EP.01,2022-07-03,5,269387,False,50
Yếu Đuối,Hoàng Dũng,459564,"['v-pop', 'vietnamese singer-songwriter']",Tình Ca Hoàng Dũng,2018-11-09,7,323265,False,48
tình em là đại dương,Hoàng Dũng,459564,"['v-pop', 'vietnamese singer-songwriter']",Hương Mùa Hè EP.02,2022-07-10,5,226000,False,48
Ném Câu Yêu Vào Không Trung,Hoàng Dũng,459564,"['v-pop', 'vietnamese singer-songwriter']",Yên,2022-08-24,4,236253,False,46
Đoạn Kết Mới,Hoàng Dũng,459564,"['v-pop', 'vietnamese singer-songwriter']",Yên,2022-08-24,4,294720,False,44
Có Không Giữ Mất Đừng Tìm,Truc Nhan,671194,['v-pop'],Có Không Giữ Mất Đừng Tìm,2022-05-12,1,215908,False,54
Người Ta Có Thương Mình Đâu,Truc Nhan,671194,['v-pop'],Người Ta Có Thương Mình Đâu,2018-07-17,1,228121,False,47
Nếu Một Mai Tôi Bay Lên Trời,Truc Nhan,671194,['v-pop'],Nếu Một Mai Tôi Bay Lên Trời,2020-01-07,2,217200,False,46
Lớn Rồi Còn Khóc Nhè,Truc Nhan,671194,['v-pop'],Lớn Rồi Còn Khóc Nhè,2019-04-18,1,211082,False,46
Đôi Bờ,Truc Nhan,671194,['v-pop'],"Trạm 2 - Xuân Hạ Thu Đông, rồi lại Xuân 2",2022-11-10,9,388053,False,45
Sáng Mắt Chưa,Truc Nhan,671194,['v-pop'],Sáng Mắt Chưa,2019-08-06,1,208117,False,42
Tôi Thấy Hoa Vàng Trên Cỏ Xanh,Truc Nhan,671194,['v-pop'],Trạm 3 - Xuân Hạ Thu Đông Rồi Lại Xuân 2,2022-11-10,10,223247,False,40
Bốn Chữ Lắm,Truc Nhan,671194,['v-pop'],Bốn Chữ Lắm,2018-07-18,1,257238,False,39
Giấc Mơ Tình Yêu,Truc Nhan,671194,['v-pop'],"Trạm 2 - Xuân Hạ Thu Đông, rồi lại Xuân 2",2022-11-10,9,274000,False,38
Tình Yêu Màu Nắng,Truc Nhan,671194,['v-pop'],"Trạm 2 - Xuân Hạ Thu Đông, rồi lại Xuân 2",2022-11-10,9,247925,False,38
Cha Già Rồi Đúng Không,Pham Hong Phuoc,51102,['v-pop'],Cha Già Rồi Đúng Không,2016-12-26,1,300061,False,45
Thời Thanh Xuân Sẽ Qua,Pham Hong Phuoc,51102,['v-pop'],Thời Thanh Xuân Sẽ Qua,2016-02-13,3,413035,False,43
Khi Người Lớn Cô Đơn,Pham Hong Phuoc,51102,['v-pop'],Phạm Hồng Phước Collection,2015-08-01,7,345835,False,35
Đường Về Quê,Pham Hong Phuoc,51102,['v-pop'],Gala Nhạc Việt 9: Chúc Tết Mọi Nhà,2017-01-04,14,241673,False,34
Anh Sẽ Tốt Mà,Pham Hong Phuoc,51102,['v-pop'],"Trạm 4 - Xuân Hạ Thu Đông, rồi lại Xuân 2",2022-11-25,15,254000,False,32
"Việt Nam, Đi, Hôn Và Yêu",Pham Hong Phuoc,51102,['v-pop'],"Việt Nam, Đi, Hôn Và Yêu",2016-08-06,1,257380,False,32
Mắt Nai Cha Cha Cha,Pham Hong Phuoc,51102,['v-pop'],"Tập 7 - Trạm 4: Xuân Hạ Thu Đông, rồi lại Xuân 2",2022-11-18,7,199500,False,28
Thời Thanh Xuân Sẽ Qua,Pham Hong Phuoc,51102,['v-pop'],"Trạm 4 - Xuân Hạ Thu Đông, rồi lại Xuân 2",2022-11-25,15,264000,False,27
Anh Có Muốn Chúng Mình Bỏ Nhau (Live ver at XHTĐRLX) - (Live ver at XHTDRLX),Pham Hong Phuoc,51102,['v-pop'],"Tập 7 - Trạm 4: Xuân Hạ Thu Đông, rồi lại Xuân 2",2022-11-18,7,208000,False,27
Bốn Chữ Lắm,Pham Hong Phuoc,51102,['v-pop'],"Trạm 4 - Xuân Hạ Thu Đông, rồi lại Xuân 2",2022-11-25,15,264000,False,26
ngủ một mình,Kewtiie,2819,['vietnamese hip hop'],ngủ một mình,2022-11-17,1,181132,False,55
Vệ Tinh,Kewtiie,2819,['vietnamese hip hop'],Vệ Tinh,2022-08-11,1,219428,False,54
ngủ một mình (tình rất tình),Kewtiie,2819,['vietnamese hip hop'],ngủ một mình (tình rất tình),2022-12-15,1,192000,False,49
Đêm Trời Cho,Kewtiie,2819,['vietnamese hip hop'],Đêm Trời Cho,2022-11-25,1,185806,False,36
Thân Mật,Kewtiie,2819,['vietnamese hip hop'],Thân Mật,2022-12-02,1,185324,False,32
Room 808,Kewtiie,2819,['vietnamese hip hop'],Room 808,2018-08-18,1,198857,False,30
Hennessy,Kewtiie,2819,['vietnamese hip hop'],Hennessy,2019-01-05,1,241985,False,23
Fortune,Kewtiie,2819,['vietnamese hip hop'],Fortune,2017,1,210000,False,19
What You Doin'?,Kewtiie,2819,['vietnamese hip hop'],What You Doin'?,2019-02-14,1,177319,False,17
Tình Ca Tình Ta,kis,3641,[],Tình Ca Tình Ta,2021-06-30,2,175255,False,55
Em Là Nhất - Speed Up,kis,3641,[],Em Là Nhất (Speed Up),2022-05-27,1,179281,False,42
