name,artist,artist_followers,artist_genres,album,release_date,album_total_tracks,duration,explicit,popularity
Got You,My Anh,23002,"['indie viet', 'v-pop']",Got You,2020-05-04,1,265130,False,35
Pillars,My Anh,23002,"['indie viet', 'v-pop']",Pillars,2021-06-27,1,218624,False,27
Lời Cảm Ơn,My Anh,23002,"['indie viet', 'v-pop']",Lời Cảm Ơn,2021-01-13,1,218000,False,27
Yên,My Anh,23002,"['indie viet', 'v-pop']",Yên,2021-10-20,1,221396,False,25
Mashup Công Chúa Bong Bóng X Cô Gái Trung Hoa - The Heroes Version,My Anh,23002,"['indie viet', 'v-pop']",Mashup Công Chúa Bong Bóng X Cô Gái Trung Hoa (The Heroes Version),2021-06-09,1,255500,False,22
Chiện Tình Yên,My Anh,23002,"['indie viet', 'v-pop']",Ở NHÀ 2M,2022-10-17,6,235031,False,21
|Nâng Niu| Cây Và Đất,My Anh,23002,"['indie viet', 'v-pop']","Nâng Niu Lắm, Thiên Nhiên Ơi - Touliver x Mỹ Anh x NESCAFÉ",2021-10-14,4,197333,False,20
Ngọt Ngào Ở Ngày Mai,Suboi,123744,"['vietnamese hip hop', 'vietnamese melodic rap']",Ngọt Ngào Ở Ngày Mai,2022-07-25,1,188494,False,39
Tèn Tèn Girls! (feat. Tlinh & Suboi),Suboi,123744,"['vietnamese hip hop', 'vietnamese melodic rap']",Rap Việt Tập 16,2020-11-16,7,189861,False,34
Cả Ngàn Lời Chúc,Suboi,123744,"['vietnamese hip hop', 'vietnamese melodic rap']",Cả Ngàn Lời Chúc,2021-01-07,1,196000,False,32
Lava,Suboi,123744,"['vietnamese hip hop', 'vietnamese melodic rap']",No Nê,2021-07-15,10,219039,False,28
N-Sao?,Suboi,123744,"['vietnamese hip hop', 'vietnamese melodic rap']",No Nê,2021-07-15,10,216001,False,27
Cho Không,Suboi,123744,"['vietnamese hip hop', 'vietnamese melodic rap']",No Nê,2021-07-15,10,201047,False,25
Trời Cho,Suboi,123744,"['vietnamese hip hop', 'vietnamese melodic rap']",Trời Cho (feat. Hoàng Touliver),2015-10-28,1,213700,False,26
Bet On Me,Suboi,123744,"['vietnamese hip hop', 'vietnamese melodic rap']",No Nê,2021-07-15,10,224894,True,25
Best Friend,Suboi,123744,"['vietnamese hip hop', 'vietnamese melodic rap']",No Nê,2021-07-15,10,258055,False,25
Ngày Lại Ngày,Suboi,123744,"['vietnamese hip hop', 'vietnamese melodic rap']",No Nê,2021-07-15,10,186234,False,24
Thiên Đàng,Wowy,82243,"['vietnamese hip hop', 'vietnamese trap']",Thiên Đàng,2020-10-16,1,232173,False,45
"Có Chuyện, Cùng Chill",Wowy,82243,"['vietnamese hip hop', 'vietnamese trap']","Có Chuyện, Cùng Chill",2022-07-15,1,230304,False,40
Tết Real Khum?,Wowy,82243,"['vietnamese hip hop', 'vietnamese trap']",Tết Real Khum?,2022-01-05,1,218216,False,36
Chim Sẻ Và Dâu Tây (feat. Dế Choắt & Wowy),Wowy,82243,"['vietnamese hip hop', 'vietnamese trap']",Rap Việt Tập 16,2020-11-16,7,207789,False,36
Buddha,Wowy,82243,"['vietnamese hip hop', 'vietnamese trap']",Buddha,2012-04-28,1,208925,True,33
Khu Tôi Không Sống,Wowy,82243,"['vietnamese hip hop', 'vietnamese trap']",Khu Tôi Không Sống,2022-07-04,1,188437,False,25
Trọn Vẹn Nghĩa Tình - Thái Hoàng Remix,Wowy,82243,"['vietnamese hip hop', 'vietnamese trap']",Trọn Vẹn Nghĩa Tình (Thái Hoàng Remix),2022-08-08,1,252368,False,25
Tiền,Wowy,82243,"['vietnamese hip hop', 'vietnamese trap']",Khu***Song (KSS),2018-10-05,7,200576,True,20
"Chạy - From ""Ròm""",Wowy,82243,"['vietnamese hip hop', 'vietnamese trap']","Chạy (From ""Ròm"")",2020-07-28,1,223327,False,20
Hướng Dương,Wowy,82243,"['vietnamese hip hop', 'vietnamese trap']",Hướng Dương,2021-12-31,1,234000,False,18
Phía Sau Một Cô Gái (feat. Soobin Hoàng Sơn),Truyền Hình FPT,1184,['v-pop'],Music Home Soobin Hoàng Sơn (feat. Soobin Hoàng Sơn),2021-06-01,12,251231,False,28
Xin Đừng Lặng Im (feat. Soobin Hoàng Sơn),Truyền Hình FPT,1184,['v-pop'],Music Home Soobin Hoàng Sơn (feat. Soobin Hoàng Sơn),2021-06-01,12,254640,False,28
Người Ta Nói / Ánh Nắng Của Anh (Mashup ),Truyền Hình FPT,1184,['v-pop'],Giao Lộ Thời Gian,2022-07-24,9,334443,False,27
Vệt Nắng - Nếu Ta Không Gặp Nhau,Truyền Hình FPT,1184,['v-pop'],Giao Lộ Thời Gian,2022-07-24,10,334607,False,26
Tôi Đi Tìm Tôi,Truyền Hình FPT,1184,['v-pop'],Giao Lộ Thời Gian,2022-07-24,9,318430,False,25
"Là Anh Đó (feat. Bùi Anh Tuấn, Hiền Hồ)",Truyền Hình FPT,1184,['v-pop'],"Music Home Bùi Anh Tuấn ft Hiền Hồ (feat. Bùi Anh Tuấn, Hiền Hồ)",2021-06-01,12,260734,False,14
Sợ Yêu,Truyền Hình FPT,1184,['v-pop'],Giao Lộ Thời Gian,2022-07-24,10,253611,False,23
Chuyến Đi Của Năm (Đi Để Trở Về 2) [feat. Soobin Hoàng Sơn],Truyền Hình FPT,1184,['v-pop'],Music Home Soobin Hoàng Sơn (feat. Soobin Hoàng Sơn),2021-06-01,12,302615,False,15
Anh Chỉ Biết Câm Nín Nghe Tiếng Em Khóc,Truyền Hình FPT,1184,['v-pop'],Giao Lộ Thời Gian,2022-07-24,9,310738,False,23
Cơn Mưa Hạ,Truyền Hình FPT,1184,['v-pop'],Giao Lộ Thời Gian,2022-07-24,10,281785,False,23
Em Không Hiểu,Changg,70246,['v-pop'],Em Không Hiểu,2021-06-28,1,237419,False,58
Lỡ Say Bye Là Bye,Changg,70246,['v-pop'],Lỡ Say Bye Là Bye,2021-01-22,1,214948,False,55
Hướng Dương,Changg,70246,['v-pop'],Hướng Dương,2021-05-20,1,219212,False,49
Mỗi Khi Em Nhìn Anh,Changg,70246,['v-pop'],Mỗi Khi Em Nhìn Anh,2022-11-23,1,268346,False,44
Sài Gòn Đâu Có Lạnh (feat. Lewiuy),Changg,70246,['v-pop'],Sài Gòn Đâu Có Lạnh (feat. Lewiuy),2020-12-25,1,165161,False,43
Đông Noend,Changg,70246,['v-pop'],Đông Noend,2022-12-12,1,208095,False,38
"Định mệnh tình yêu (feat. Changg & Lemese) [Theme Song from ""Valor Pass 38 - Valentine""]",Changg,70246,['v-pop'],"Định mệnh tình yêu (feat. Changg & Lemese) [Theme Song from ""Valor Pass 38 - Valentine""]",2022-01-22,1,165112,False,34
10k năm,Changg,70246,['v-pop'],10k năm,2022-12-07,1,224444,False,33
Nếu Không Gì Thay Đổi,Changg,70246,['v-pop'],Nếu Không Gì Thay Đổi,2022-03-30,1,205000,False,32
Missed Call,Changg,70246,['v-pop'],Missed Call,2022-07-14,1,201294,False,30
Từng Là Của Nhau,Bao Anh,441101,['v-pop'],Từng Là Của Nhau,2022-08-30,1,269473,False,55
Một Ngày Mùa Đông,Bao Anh,441101,['v-pop'],MOODSHOW 3,2022-03-03,4,166500,False,37
Trái Tim Em Cũng Biết Đau,Bao Anh,441101,['v-pop'],Tổng Hợp Ca Khúc MV Hay Nhất Bảo Anh,2017-05-22,9,302927,False,37
Yêu Một Người Vô Tâm,Bao Anh,441101,['v-pop'],Tổng Hợp Ca Khúc MV Hay Nhất Bảo Anh,2017-05-22,9,309655,False,35
Khúc Giao Mùa,Bao Anh,441101,['v-pop'],Gala Nhạc Việt 7: Tết Trong Tâm Hồn,2016-01-22,17,249478,False,34
Như Lời Đồn,Bao Anh,441101,['v-pop'],Như Lời Đồn,2018-10-10,1,219000,False,33
Yếu Đuối,Bao Anh,441101,['v-pop'],MOODSHOW 3,2022-03-03,4,188250,False,32
Kathy Kathy (MoodShow The 2nd Show),Bao Anh,441101,['v-pop'],Kathy Kathy (MoodShow The 2nd Show),2021-10-26,1,185286,False,29
Lắng Nghe Mùa Xuân Về,Bao Anh,441101,['v-pop'],Gala Nhạc Việt 3: Hương Sắc Tết Việt,2014-01-10,16,241840,False,29
Xuân Mang Tết Đến,Bao Anh,441101,['v-pop'],Xuân Mang Tết Đến,2021-01-28,1,189962,False,28
Mối Tình Đầu,Thảo Trang,194,[],Mối Tình Đầu,2022-07-07,1,236245,False,29
Ước Mơ Của Mẹ,Thảo Trang,194,[],Ước Mơ Của Mẹ,2022-10-06,1,268473,False,26
Anh Ơi Ở Lại,Thảo Trang,194,[],Anh Ơi Ở Lại,2022-10-13,1,259354,False,22
Come And Get It,Thảo Trang,194,[],Come And Get It,2018-07-19,1,211487,False,7
Hạnh Phúc Máu,Thảo Trang,194,[],Hạnh Phúc Máu,2022-11-16,1,255368,False,5
Angel In Me,Thảo Trang,194,[],Angel In Me,2022-10-21,1,248936,False,4
Con Đường Em Mơ,Thảo Trang,194,[],Giải Cứu Thần Chết (Nhạc Phim),2018-08-09,6,245733,False,2
Đại Lộ Đón Gió,Thảo Trang,194,[],Đại Lộ Đón Gió,2014-10-12,7,215693,False,3
Đừng Để Con Một Mình,Thảo Trang,194,[],Đừng Để Con Một Mình,2017-09-06,2,275382,False,3
Nơi Ấy Bình Yên,Thảo Trang,194,[],Đại Lộ Đón Gió,2014-10-12,7,278230,False,2
MOT NGUOI VI EM,WEAN,144697,"['v-pop', 'vietnamese hip hop', 'vietnamese melodic rap']",MOT NGUOI VI EM,2020-09-25,1,210639,False,43
AI BIET,WEAN,144697,"['v-pop', 'vietnamese hip hop', 'vietnamese melodic rap']",AI BIET,2019-08-30,1,177626,False,42
She Said,WEAN,144697,"['v-pop', 'vietnamese hip hop', 'vietnamese melodic rap']",She Said,2019-01-25,1,206624,False,41
Celina,WEAN,144697,"['v-pop', 'vietnamese hip hop', 'vietnamese melodic rap']",Celina,2022-09-09,1,205860,False,40
Chương 2 Của Tương Lai,WEAN,144697,"['v-pop', 'vietnamese hip hop', 'vietnamese melodic rap']",Chương 2 Của Tương Lai,2021-01-08,1,243000,False,39
Retrograde,WEAN,144697,"['v-pop', 'vietnamese hip hop', 'vietnamese melodic rap']",Retrograde,2018-12-24,1,229026,False,38
LAVIE,WEAN,144697,"['v-pop', 'vietnamese hip hop', 'vietnamese melodic rap']",LAVIE,2020-11-13,1,200007,False,36
Alone,WEAN,144697,"['v-pop', 'vietnamese hip hop', 'vietnamese melodic rap']",Alone,2020-01-10,1,242361,False,36
Love U So,WEAN,144697,"['v-pop', 'vietnamese hip hop', 'vietnamese melodic rap']",LAVIE,2020-12-18,4,239250,False,34
I Don't Know,WEAN,144697,"['v-pop', 'vietnamese hip hop', 'vietnamese melodic rap']",LAVIE,2020-12-18,4,247426,False,33
Bonjour Vietnam,Thuỳ Dung,993,[],Bonjour Vietnam,2021-07-19,2,250853,False,23
Mưa Trên Biển Vắng (Je N'Pourrai Jamais T'oublier),Thuỳ Dung,993,[],Mưa Trên Biển Vắng (Je N'Pourrai Jamais T'oublier),2021-07-14,1,258962,False,22
Poupée De Cire Poupée De Son,Thuỳ Dung,993,[],Poupée De Cire Poupée De Son,2021-07-14,1,173238,False,21
Xin Chào Việt Nam,Thuỳ Dung,993,[],Bonjour Vietnam,2021-07-19,2,254042,False,20
Mashup Toi jamais L'amour c'est pour rien,Thuỳ Dung,993,[],Mashup Toi jamais L'amour c'est pour rien,2021-07-23,1,255921,False,20
La Maritza (Dòng Sông Tuổi Nhỏ),Thuỳ Dung,993,[],La Maritza (Dòng Sông Tuổi Nhỏ),2021-07-19,1,304705,False,20
Bang Bang,Thuỳ Dung,993,[],Bang Bang,2021-08-12,1,204178,False,19
Tuyết Rơi,Thuỳ Dung,993,[],Tuyết Rơi,2021-07-23,1,322844,False,18
Aline (Gọi Tên Người Yêu),Thuỳ Dung,993,[],Aline (Gọi Tên Người Yêu),2021-07-19,1,223053,False,18
"Paroles, Paroles",Thuỳ Dung,993,[],"Paroles, Paroles",2021-07-19,1,205875,False,17
Đã Biết Sẽ Có Ngày Hôm Qua,Trinh Thang Binh,449050,['v-pop'],Summer Love,2011-09-30,9,270651,False,49
Viết Nên Chuyện Tình,Trinh Thang Binh,449050,['v-pop'],Reply 1990,2021-08-12,2,150015,False,48
Người Ấy,Trinh Thang Binh,449050,['v-pop'],Ca Sĩ Giấu Mặt,2017-04-04,8,260674,False,45
Lời Chưa Nói,Trinh Thang Binh,449050,['v-pop'],Summer Love,2011-09-30,9,256120,False,44
Khác Biệt To Lớn Hơn,Trinh Thang Binh,449050,['v-pop'],Khác Biệt To Lớn Hơn,2022-06-19,1,252800,False,43
Vỡ Tan,Trinh Thang Binh,449050,['v-pop'],Người Ấy,2017-09-25,15,259631,False,42
Chờ Em Đến Hoa Cũng Tàn,Trinh Thang Binh,449050,['v-pop'],Chờ Em Đến Hoa Cũng Tàn,2021-09-20,1,157013,False,41
Cho Đến Khi Trời Đất Sụp Đổ,Trinh Thang Binh,449050,['v-pop'],Reply 1990,2021-08-12,2,157013,False,41
MỗI Ngày Yêu Em Thêm MộT Chút,Trinh Thang Binh,449050,['v-pop'],MỗI Ngày Yêu Em Thêm MộT Chút,2021-09-06,1,136345,False,41
Dạ Khúc Dưới Ánh Trăng,Trinh Thang Binh,449050,['v-pop'],Dạ Khúc Dưới Ánh Trăng,2021-08-24,1,209304,False,39
Hẹn Ước Từ Hư Vô - Live,Mỹ Tâm,2009190,"['v-pop', 'vietnamese singer-songwriter']",Hẹn Ước Từ Hư Vô (Live),2022-03-02,1,247553,False,52
Đúng Cũng Thành Sai,Mỹ Tâm,2009190,"['v-pop', 'vietnamese singer-songwriter']",Đúng Cũng Thành Sai,2020-10-01,1,287359,False,48
Người Hãy Quên Em Đi,Mỹ Tâm,2009190,"['v-pop', 'vietnamese singer-songwriter']",Tâm 9,2017-12-06,13,232481,False,47
Nơi Mình Dừng Chân (Nhạc Phim Chị Trợ Lý Của Anh),Mỹ Tâm,2009190,"['v-pop', 'vietnamese singer-songwriter']",Nơi Mình Dừng Chân (Nhạc Phim Chị Trợ Lý Của Anh),2019-01-25,1,242093,False,46
Muộn Màng Là Từ Lúc,Mỹ Tâm,2009190,"['v-pop', 'vietnamese singer-songwriter']",Tâm 9,2017-12-06,13,235093,False,45
Đừng Hỏi Em,Mỹ Tâm,2009190,"['v-pop', 'vietnamese singer-songwriter']",Tâm 9,2017-12-06,13,263053,False,44
Nếu Anh Đi,Mỹ Tâm,2009190,"['v-pop', 'vietnamese singer-songwriter']",Tâm 9,2017-12-06,13,251893,False,42
Tay Vớt Ánh Trăng - Live,Mỹ Tâm,2009190,"['v-pop', 'vietnamese singer-songwriter']",Tay Vớt Ánh Trăng (Live),2022-04-08,1,259734,False,41
Chuyện Như Chưa Bắt Đầu,Mỹ Tâm,2009190,"['v-pop', 'vietnamese singer-songwriter']",Chuyện Như Chưa Bắt Đầu,2013-12-02,1,269226,False,40
Anh Đợi Em Được Không,Mỹ Tâm,2009190,"['v-pop', 'vietnamese singer-songwriter']",Anh Đợi Em Được Không,2019-09-24,1,276790,False,40
Em iu,Andree Right Hand,83686,"['vietnamese hip hop', 'vietnamese trap']",Em iu,2022-01-30,1,179986,True,50
CLME,Andree Right Hand,83686,"['vietnamese hip hop', 'vietnamese trap']",CLME,2019-07-15,1,240000,True,45
Nhạc Anh (feat. Wxrdie),Andree Right Hand,83686,"['vietnamese hip hop', 'vietnamese trap']",Nhạc Anh (feat. Wxrdie),2020-12-18,1,168600,False,40
Krazy (feat. EVY),Andree Right Hand,83686,"['vietnamese hip hop', 'vietnamese trap']",Krazy (feat. EVY),2018-01-31,1,228750,True,40
MĐGCG,Andree Right Hand,83686,"['vietnamese hip hop', 'vietnamese trap']",MĐGCG,2016-06-23,1,253102,True,34
DCME,Andree Right Hand,83686,"['vietnamese hip hop', 'vietnamese trap']",DCME,2014-05-01,1,270817,True,32
Em iu - Max Benderz Remix,Andree Right Hand,83686,"['vietnamese hip hop', 'vietnamese trap']",Em iu (Max Benderz Remix),2022-01-30,1,162000,False,31
Quá Bảnh,Andree Right Hand,83686,"['vietnamese hip hop', 'vietnamese trap']",Quá Bảnh,2020-04-03,2,167556,False,30
Late Night,Andree Right Hand,83686,"['vietnamese hip hop', 'vietnamese trap']",Late Night,2017-05-23,1,172483,True,29
Anh Không Biết Đâu,Andree Right Hand,83686,"['vietnamese hip hop', 'vietnamese trap']",Anh Không Biết Đâu,2017-03-05,1,186671,True,28
Cô Ba Sài Gòn,Nhóm Hoa Mặt Trời,8,[],Cô Ba Sài Gòn,2020-08-08,1,247185,False,5
Dân Ca 3 Miền,Nhóm Hoa Mặt Trời,8,[],Chúc Tết,2020-08-08,5,202588,False,0
Nụ Cười Thiên Thần,Nhóm Hoa Mặt Trời,8,[],Chúc Tết,2020-08-08,5,231991,False,0
Mắt Nai Cha Cha Cha,Nhóm Hoa Mặt Trời,8,[],Mắt Nai Cha Cha Cha,2020-08-08,4,270314,False,0
Ngày Tết Việt Nam,Nhóm Hoa Mặt Trời,8,[],Mắt Nai Cha Cha Cha,2020-08-08,4,242697,False,0
Ông Mặt Trời,Nhóm Hoa Mặt Trời,8,[],Ông Mặt Trời,2020-08-08,1,245940,False,0
Bắc Kim Thang,Nhóm Hoa Mặt Trời,8,[],Bắc Kim Thang,2020-08-08,1,262929,False,0
Dòng Máu Lạc Hồng,Nhóm Hoa Mặt Trời,8,[],Mắt Nai Cha Cha Cha,2020-08-08,4,378238,False,0
Chúc Tết,Nhóm Hoa Mặt Trời,8,[],Chúc Tết,2020-08-08,5,269439,False,0
Em Muốn Làm Ca Sĩ,Nhóm Hoa Mặt Trời,8,[],Chúc Tết,2020-08-08,5,233786,False,0
Tình Đắng Như Ly Cà Phê,Ngơ,273663,"['vietnamese hip hop', 'vietnamese melodic rap']",Tình Đắng Như Ly Cà Phê,2018-04-01,1,215172,False,58
Suy,Ngơ,273663,"['vietnamese hip hop', 'vietnamese melodic rap']",Suy,2019-12-06,1,242384,False,43
Không Ai Như Anh Đâu,Ngơ,273663,"['vietnamese hip hop', 'vietnamese melodic rap']",Không Ai Như Anh Đâu,2020-04-14,1,163106,False,30
Mỗi Khi Đêm Về,Ngơ,273663,"['vietnamese hip hop', 'vietnamese melodic rap']",Mình Là Của Nhau Đến Bao Giờ,2019-08-16,4,230302,False,23
Không Ai Như Anh Đâu - Beat Version,Ngơ,273663,"['vietnamese hip hop', 'vietnamese melodic rap']",Không Ai Như Anh Đâu (Beat Version),2020-04-14,1,163106,False,20
Răng Khôn (feat. RIN9),RIN9,6452,['v-pop'],Răng Khôn (feat. RIN9),2021-04-22,1,231585,False,49
Lúc Em Cần Anh Đang Ở Đâu,RIN9,6452,['v-pop'],Lúc Em Cần Anh Đang Ở Đâu,2022-10-06,1,318545,False,42
BUỒN không thể BUÔNG (Solo Version),RIN9,6452,['v-pop'],BUỒN không thể BUÔNG (Solo Version),2022-04-22,1,214960,False,41
Răng Khôn,RIN9,6452,['v-pop'],Răng Khôn,2021-05-07,1,192032,False,40
Rồi Em Sẽ Ổn Thôi,RIN9,6452,['v-pop'],Rồi Em Sẽ Ổn Thôi,2022-12-07,1,250335,False,34
Buồn Không Thể Buông,RIN9,6452,['v-pop'],Buồn Không Thể Buông,2022-08-14,1,209798,False,33
Pháo Hoa,RIN9,6452,['v-pop'],Pháo Hoa,2022-05-10,1,238015,False,33
Còn Gì Đau Hơn Chữ Đã Từng,RIN9,6452,['v-pop'],Còn Gì Đau Hơn Chữ Đã Từng,2020-09-10,1,202828,False,33
Rồi Người Thương Cũng Hoá Người Dưng,RIN9,6452,['v-pop'],Rồi Người Thương Cũng Hoá Người Dưng,2020-11-11,1,216793,False,22
Mãi mãi là một lời nói dối (Piano Version),RIN9,6452,['v-pop'],Mãi mãi là một lời nói dối,2022-09-27,2,265831,False,27
Thuong Em La Dieu Anh Khong The Ngo,Noo Phước Thịnh,668156,['v-pop'],Thuong Em La Dieu Anh Khong The Ngo,2018-12-18,1,308458,False,49
Yêu Một Người Sao Buồn Đến Thế,Noo Phước Thịnh,668156,['v-pop'],Yêu Một Người Sao Buồn Đến Thế,2020-10-27,1,299028,False,45
Mai Mai Ben Nhau,Noo Phước Thịnh,668156,['v-pop'],Mai Mai Ben Nhau,2014-10-21,3,268437,False,44
Gia Nhu,Noo Phước Thịnh,668156,['v-pop'],Tuyen Tap Cac Ca Khuc Ngon Tinh Cua Noo Phuoc Thinh,2019-02-27,20,278784,False,43
Em Đã Thương Người Ta Hơn Anh,Noo Phước Thịnh,668156,['v-pop'],Em Đã Thương Người Ta Hơn Anh,2020-09-09,1,291781,False,43
Nhung Ke Mong Mo,Noo Phước Thịnh,668156,['v-pop'],Nhung Ke Mong Mo,2018-10-19,1,253775,False,42
Nhu Phut Ban Dau,Noo Phước Thịnh,668156,['v-pop'],Nhu Phut Ban Dau,2016-09-19,1,256000,False,41
Lang Tham,Noo Phước Thịnh,668156,['v-pop'],Dau Ba Cham,2010-01-01,10,200013,False,41
Cause I Love You,Noo Phước Thịnh,668156,['v-pop'],Cause I Love You,2016-03-23,2,285333,False,41
Định Mệnh,Noo Phước Thịnh,668156,['v-pop'],Định Mệnh,2022-12-16,1,300000,False,40
Free your love,Biên,151,[],Free your love,2020-11-05,1,208125,False,2
Đừng tìm đến tôi,Biên,151,[],Đừng tìm đến tôi,2020-10-22,1,259373,False,1
Đừng tìm đến tôi - Bossa Nova Version,Biên,151,[],Đừng tìm đến tôi (Bossa Nova Version),2021-01-01,1,236383,False,1
Gu - Cukak Remix,Seachains,23487,['vietnamese hip hop'],Gu (Cukak Remix),2021-07-14,1,177491,True,47
Simple Love,Seachains,23487,['vietnamese hip hop'],Simple Love,2022-11-29,1,213760,False,35
Gu,Seachains,23487,['vietnamese hip hop'],Gu,2021-05-25,1,167741,True,33
Slow Down,Seachains,23487,['vietnamese hip hop'],Slow Down,2019-08-11,1,235840,False,27
Hold You Down,Seachains,23487,['vietnamese hip hop'],Hold You Down,2019-08-11,1,210494,True,26
Call You Mine,Seachains,23487,['vietnamese hip hop'],Call You Mine,2022-01-14,1,158769,False,24
Cho Anh Cho Em,Seachains,23487,['vietnamese hip hop'],Cho Anh Cho Em,2022-02-24,1,189596,True,21
Tết Là Đây Chứ Đâu,Seachains,23487,['vietnamese hip hop'],Tết Là Đây Chứ Đâu,2021-12-23,1,201600,False,19
Chó,Seachains,23487,['vietnamese hip hop'],Chó,2022-01-25,1,188713,True,19
Falling Down,Seachains,23487,['vietnamese hip hop'],Falling Down,2020-02-26,1,186666,True,18
Dắt Em Về Mặt Trăng,marzuz,3612,['rock viet'],Đến Đâu Từ Đây,2022-10-26,4,241526,False,37
Mai,marzuz,3612,['rock viet'],Mai,2021-12-23,1,224397,False,32
VÀ THẾ GIỚI ĐÃ MẤT ĐI MỘT NGƯỜI CÔ ĐƠN,marzuz,3612,['rock viet'],VÀ THẾ GIỚI ĐÃ MẤT ĐI MỘT NGƯỜI CÔ ĐƠN,2022-10-20,1,230593,False,32
Nếu,marzuz,3612,['rock viet'],Nếu,2016,1,322000,False,28
3 PHÚT,marzuz,3612,['rock viet'],3 PHÚT,2022-10-05,1,188210,False,21
Fortune,marzuz,3612,['rock viet'],Fortune,2017,1,210000,False,19
Sunday (with marzuz),marzuz,3612,['rock viet'],Sunday (with marzuz),2016-10-26,1,225541,True,13
Hai Chữ Đã Từng (Vinahouse),Như Việt,11998,"['viet edm', 'vinahouse']",Hai Chữ Đã Từng (Remix),2020-08-26,4,244968,False,34
Bông Hoa Chẳng Thuộc Về Ta,Như Việt,11998,"['viet edm', 'vinahouse']",Bông Hoa Chẳng Thuộc Về Ta,2021-04-01,1,216058,False,33
Hơn Cả Mây Trời - VUX Lofi,Như Việt,11998,"['viet edm', 'vinahouse']",Hơn Cả Mây Trời (VUX Lofi),2022-06-01,1,229096,False,33
Em Đã Xa Anh - Bibo Remix,Như Việt,11998,"['viet edm', 'vinahouse']",Em Đã Xa Anh (Bibo Remix),2022-03-27,1,310968,False,31
Hai Chữ Đã Từng (EDM),Như Việt,11998,"['viet edm', 'vinahouse']",Hai Chữ Đã Từng (Remix),2020-08-26,4,295260,False,30
Tình Đẹp Đến Mấy Cũng Tàn,Như Việt,11998,"['viet edm', 'vinahouse']",Tình Đẹp Đến Mấy Cũng Tàn,2019-12-12,1,316656,False,29
Em Đã Xa Anh - Ciray Remix,Như Việt,11998,"['viet edm', 'vinahouse']",Em Đã Xa Anh (Ciray Remix),2022-03-28,1,269275,False,26
Hai Chữ Đã Từng,Như Việt,11998,"['viet edm', 'vinahouse']",Hai Chữ Đã Từng,2021-11-23,2,306204,False,25
Em Đã Xa Anh - VUX Lofi,Như Việt,11998,"['viet edm', 'vinahouse']",Em Đã Xa Anh (VUX Lofi),2022-03-28,1,296831,False,25
Hai Chữ Đã Từng (Lofi),Như Việt,11998,"['viet edm', 'vinahouse']",Hai Chữ Đã Từng (Remix),2020-08-26,4,324727,False,25
chẳng giống giáng sinh,Willistic,11514,"['vietnamese hip hop', 'vietnamese melodic rap']",chẳng giống giáng sinh,2021-12-05,1,192000,False,50
Karma,Willistic,11514,"['vietnamese hip hop', 'vietnamese melodic rap']",Karma,2021-05-22,1,227176,False,26
Baby Gudnite,Willistic,11514,"['vietnamese hip hop', 'vietnamese melodic rap']",Will-18-Tic,2018-09-09,3,217894,False,29
Smile,Willistic,11514,"['vietnamese hip hop', 'vietnamese melodic rap']",Will-18-Tic,2018-09-09,3,222615,False,28
Pulp Fiction,Willistic,11514,"['vietnamese hip hop', 'vietnamese melodic rap']",Pulp Fiction,2022-05-20,2,177819,False,27
LÊN ĐÂY MÀ XEM,Willistic,11514,"['vietnamese hip hop', 'vietnamese melodic rap']",LÊN ĐÂY MÀ XEM,2021-08-20,1,217142,False,26
Mây,Willistic,11514,"['vietnamese hip hop', 'vietnamese melodic rap']",Mây,2021-03-11,1,273230,False,25
giá như anh ở đây (feat. Cầm),Willistic,11514,"['vietnamese hip hop', 'vietnamese melodic rap']",giá như anh ở đây (feat. Cầm),2022-12-20,1,219661,False,22
Thôi Miên,Willistic,11514,"['vietnamese hip hop', 'vietnamese melodic rap']",Thôi Miên,2022-02-20,1,197777,False,22
lưu nước mắt em lại,Willistic,11514,"['vietnamese hip hop', 'vietnamese melodic rap']",cãm xúc,2022-09-29,2,190000,False,21
Mưa Ơi Đừng Rơi,REDT,237,[],Mưa Ơi Đừng Rơi,2022-12-08,1,209000,False,45
Mộng Mơ,REDT,237,[],Mộng Mơ,2021-03-26,1,226726,False,40
Có Đâu Ai Ngờ - BEGINS Remix,REDT,237,[],Có Đâu Ai Ngờ (Begins Remix),2022-11-06,1,162580,False,24
Trúng Gió,REDT,237,[],Trúng Gió,2022-08-24,1,181153,False,8
Bad Girl,REDT,237,[],Bad Girl,2020-09-24,2,234302,False,4
Và Rồi Lỡ Yêu,REDT,237,[],Và Rồi Lỡ Yêu,2022-07-23,1,237346,False,4
Một Mình Có Vui Không?,REDT,237,[],Một Mình Có Vui Không?,2022-06-22,1,218370,False,4
Lơ Ngơ (Lửng Lơ 2) [feat. Double Noize],REDT,237,[],Lơ Ngơ (Lửng Lơ 2) [feat. Double Noize],2020-06-28,1,173149,False,2
Bad Girl - Beat,REDT,237,[],Bad Girl,2020-09-24,2,234213,False,2
Trúng Gió - Piano Version,REDT,237,[],Trúng Gió (Piano Version),2022-10-30,1,167846,False,1
GIAYPHUT,kidsai,11800,"['vietnamese melodic rap', 'vietnamese trap']",GIAYPHUT,2021-08-06,1,205846,False,57
GIAYPHUT - Rap Version,kidsai,11800,"['vietnamese melodic rap', 'vietnamese trap']",GIAYPHUT (Rap Version),2022-07-01,1,214137,False,45
